School Name,City,Country,URL
Shanghai HD Bilingual School,Shanghai,China,
Shanghai High School International Division,Shanghai,China,
Shanghai Huaer Collegiate School Kunshan,Shanghai,China,
Shanghai Jincai International School,Shanghai,China,
Shanghai Livingston American School,Shanghai,China,
Shanghai SMIC Private School,,China,
Shanghai Singapore International School,Shanghai,China,
Shanghai United International School,Shanghai,China,
Shanghai Vanke Bilingual School,Shanghai,China,
Shekou International School,Shenzhen,China,
Shenwai Longgang International School,Shenzhen,China,
Shenzhen American International School,Shenzhen,China,
Shenzhen International Foundation College,Shenzhen,China,
Shenzhen Shekou International School,,China,
Shrewsbury International School HK,,China,
Shrewsbury International School Hong Kong,Hong Kong,China,
Soong Ching Ling School,Shanghai,China,
South Island School,Hong Kong,China,
Spanish Primary School,Hong Kong,China,
Springboard International Bilingual School,Beijing,China,
St. Paul's Co-educational College,Hong Kong,China,
Stamford American School Hong Kong,Hong Kong,China,
Suzhou Singapore International School,Shanghai,China,
Swiss School Beijing,Beijing,China,
TEDA Global Academy,,China,
TLC International School,Guangzhou,China,
The British International School Shanghai Puxi,,China,
"The British International School Shanghai, Puxi",Shanghai,China,
"The British International School, Shanghai",,China,
The British School Guangzhou,,China,
The British School of Beijing,,China,
The British School of Beijing Shunyi,,China,
"The British School of Beijing, Sanlitun",Beijing,China,
"The British School of Beijing, Shunyi",Beijing,China,
The British School of Guangzhou,Guangzhou,China,
The British School of Nanjing,Nanjing,China,
The Garden International School,Guangzhou,China,
The Harbour School,Hong Kong,China,
The ISF Academy,Hong Kong,China,
The International Montessori School,Hong Kong,China,
The International Montessori School of Beijing,Beijing,China,
The International School of Rhodes,Jiangsu,China,
The International School of Rhodes - SIFLS,,China,
The Little Urban Center Preschool,Shanghai,China,
The SMIC Private School Shanghai,Shanghai,China,
Think International School,Hong Kong,China,
Tianjin International School,,China,
Tianjin Yinghua Cambridge International School,Tianjin,China,
Tsinghua International School,Beijing,China,
Tsinghua University High School International,Beijing,China,
Tsinghua University High School International - Chaoyang,Beijing,China,
UIS Guangzhou,Guangzhou,China,
ULink College,Guangzhou,China,
ULink College Guangzhou,Guangzhou,China,
UWC Changshu,Changshu,China,
Ulink College of Suzhou Industrial Park,Suzhou,China,
United World College of Changshu,Changshu,China,
Utahloy International School Guangzhou,Guangzhou,China,
Utahloy International School Zeng Cheng,Guangzhou,China,
Utahloy International School Zengcheng,Guangzhou,China,
Victoria Shanghai Academy - Hong Kong,Hong Kong,China,
Wahaha International School,Hangzhou,China,
Wellington College International Hangzhou,Hangzhou,China,
Wellington College International Shanghai,Shanghai,China,
Wellington College International Tianjin,Tianjin,China,
Western Academy of Beijing,Beijing,China,
Western International School of Shanghai,Shanghai,China,
Western International School of Shanghai (WISS),"Qing Pu District, Sh",China,
Wisdom Mount Academy Qingdao,Qingdao,China,
Wuhan Australian International School,,China,
Wuhan Ulink College of China Optics Valley,Wuhan,China,
Wuhan Yangtze International School,,China,
Wuxi United International School,,China,
Wycombe Abbey International School,Jiangsu,China,
Wycombe Abbey School Hong Kong,Hong Kong,China,
Xi'an Hanova International School,,China,
Xi'an LiangJiaTan International School,,China,
Xiamen International School,,China,
YK Pao School,Shanghai,China,
YMCA of Hong Kong Christian College,Hong Kong,China,
Yew Chung International School Hong Kong,Hong Kong,China,
Yew Chung International School of Beijing,Beijing,China,
Yew Wah International Education Kindergarten of Rizhao,Shandong,China,
Yew Wah International Education School Beijing,Beijing,China,
Yew Wah International Education School Guangzhou,Guangzhou,China,
Yew Wah International Education School of Guangzhou,Guangzhou,China,
Yew Wah International Education School of Yantai,Yantai,China,
Yew Wah School of Shanghai Lingang,Shanghai,China,
Yungu School,Hangzhou,China,
Zhuhai International School,"Zhuhai, Guangdong",China,
https://www.peponischool.org/house,Shanghai,China,
École Francaise Internationale de Canton,Guangzhou,China,
École Française Internationale de Shenzhen,Shenzhen,China,
Buckingham School,Bogotá,Colombia,
Colegio Andino - Deutsche Schule,Bogotá,Colombia,
Colegio Anglo Colombiano,Bogotá,Colombia,
Colegio Anglo-Colombiano,Bogota,Colombia,
Colegio Bolivar,Cali,Colombia,
Colegio Britanico De Cartagena,Cartagena,Colombia,
Colegio Británico - The British School,,Colombia,
Colegio Bureche,Magdalena,Colombia,
Colegio Colombo BritÃ¡nico,Cali,Colombia,
Colegio Gran Bretaña,Bogotá,Colombia,
Colegio Granadino,Manizales,Colombia,
Colegio Helvetia,Bogotá,Colombia,
Colegio Internacional de Educacion Integral,Bogotá,Colombia,
Colegio Italiano Leonardo Da Vinci,Bogotá,Colombia,
Colegio Jorge Washington,Cartagena,Colombia,
Colegio La Colina,Bogota,Colombia,
Colegio Los Nogales,Bogota,Colombia,
Colegio Marymount Barranquilla,Barranquilla,Colombia,
Colegio Nueva Granada,Bogotá,Colombia,
"Colegio Nuevo Cambridge, Bucaramanga",Floridablanca,Colombia,
Colegio Panamericano,Bucaramanga,Colombia,
Colegio San Viator,Bogotá,Colombia,
Colegio Santa MarÃ­a,Bogota,Colombia,
GCB,Bogotá,Colombia,
GI School,Circasia,Colombia,
Gimnasio Campestre,Bogota,Colombia,
Gimnasio Fontana,Bogota,Colombia,
Gimnasio Los Portales,Bogotá,Colombia,
Gimnasio del Norte,Bogotá,Colombia,
International Berckley School,,Colombia,
Knightsbridge Schools International Bogota,Bogotá,Colombia,
Liceo Ingles,Pereira,Colombia,
Lycée Francais Louis-Pasteur,Bogotá,Colombia,
Marymount School MedellÃ­n,MedellÃ­n,Colombia,
Montessori British School,Bogotá,Colombia,
Montessori School,Bogota,Colombia,
Rochester School,Bogota,Colombia,
Saint George's School,Bogotá,Colombia,
The Columbus School,Medellin,Colombia,
The Victoria School,Bogota,Colombia,
Blue Valley School,San Jose,Costa Rica,
British School of Costa Rica,,Costa Rica,
Cloud Forest School,Puntarenas,Costa Rica,
Colegio Internacional SEK Costa Rica,San Jose,Costa Rica,
Costa Rica International Academy,Liberia,Costa Rica,
Country Day School,San Jose,Costa Rica,
Franz Liszt Schule,San Jose,Costa Rica,
Futuro Verde,Puntarenas,Costa Rica,
Humboldt Schule,San Jose,Costa Rica,
International Christian School,San Jose,Costa Rica,
Lakeside International School,Guanacaste,Costa Rica,
Lincoln School,San Jose,Costa Rica,
Lycée Franco-Costaricien,San Jose,Costa Rica,
Marian Baker School,San Jose,Costa Rica,
Pan-American School,San Jose,Costa Rica,
SEK International School Costa Rica,San Jose,Costa Rica,
Saint Paul College,San Jose,Costa Rica,
The British School of Costa Rica,San Jose,Costa Rica,
The European School,San Jose,Costa Rica,
Tree of Life International School,San Jose,Costa Rica,
United World College Costa Rica,San Jose,Costa Rica,
Washington School,San Jose,Costa Rica,
American International School of Zagreb,,Croatia,
Bright Horizons - International British School of Zagreb,Zagreb,Croatia,
International School of Havana,,Cuba,
International School of Curaçao,,Curaçao,
American Academy School,Limassol,Cyprus,
Heritage Private School,Limassol,Cyprus,
IMS Private School,Limassol,Cyprus,
Lighthouse School,Limassol,Cyprus,
Logos School of English Education,Limassol,Cyprus,
PASCAL English School Lemesos,Limassol,Cyprus,
Pascal English School Larnaka,,Cyprus,
Silverline Private School,Limassol,Cyprus,
Waldorf School of Limassol,Limassol,Cyprus,
American Academy in Prague,Prague,Czech Republic,
Brno International School s.r.o.,,Czech Republic,
Carlsbad International School,,Czech Republic,
Central Point International Elementary School,Prague,Czech Republic,
Deutsche Schule Prag,Prague,Czech Republic,
Duhovka High School,Prague,Czech Republic,
International School Olomouc,Olomouc,Czech Republic,
International School of Brno,Brno-Vinohrady,Czech Republic,
International School of Prague,Prague,Czech Republic,
Lycée Francais de Prague,Prague,Czech Republic,
Open Gate School,Prague,Czech Republic,
PORG International School,Ostrava,Czech Republic,
Prague British International School,Prague,Czech Republic,
Riverside School,Prague,Czech Republic,
Sunny Canadian International School,Prague,Czech Republic,
The English College In Prague,Prague,Czech Republic,
The English College in Prague,Prague,Czech Republic,
The International Montessori School of Prague,Prague,Czech Republic,
Tip Toes School,Prague,Czech Republic,
Townshend International School,Hluboka nad Vltavou,Czech Republic,
Wonderland Academy,Prague,Czech Republic,
The American School of Kinshasa,Kinshasa,Democratic Republic of the Congo,
Aarhus International School,Aarhus,Denmark,
Bernadotte School,Copenhagen,Denmark,
Birkerød Gymnasium,Copenhagen,Denmark,
Bjorn's International School,Copenhagen,Denmark,
Byens Steiner School,Copenhagen,Denmark,
Institut Sankt Joseph Copenhagen,Copenhagen,Denmark,
International School Ikast-Brande,Ikast-Brande,Denmark,
International School of Hellerup,Copenhagen,Denmark,
Nørre Gymnasium,Copenhagen,Denmark,
Rygaards International School,Copenhagen,Denmark,
Skt. Josef's International School Roskilde,Copenhagen,Denmark,
The International School of Billund,,Denmark,
International School of Africa (Djibouti),Djibouti,Djibouti,
Abraham Lincoln School,La Romana,Dominican Republic,
American School of Santo Domingo,Santo Domingo,Dominican Republic,
Ashton School,Santo Domingo,Dominican Republic,
Cap Cana Heritage School,Cap Cana,Dominican Republic,
Carol Morgan School,Santo Domingo,Dominican Republic,
Cathedral Community School,Santo Domingo,Dominican Republic,
Cathedral International School,Santo Domingo,Dominican Republic,
DomÃ­nico Americano School,Santo Domingo,Dominican Republic,
Doulos Discovery School,La Vega,Dominican Republic,
International School SEK Las Américas,Santo Domingo,Dominican Republic,
International School of Santo Domingo,Santo Domingo,Dominican Republic,
International School of Sosua,Sosua,Dominican Republic,
Lycée Francais de Saint Domingue,Santo Domingo,Dominican Republic,
New Horizons Bilingual School,Santo Domingo,Dominican Republic,
Notre Dame School,Santo Domingo,Dominican Republic,
Puntacana International School,Punta Cana,Dominican Republic,
Saint George School,Santo Domingo,Dominican Republic,
Saint George School Santo Domingo,Santo Domingo,Dominican Republic,
Saint Joseph School,Santo Domingo,Dominican Republic,
Saint Thomas School,Santo Domingo,Dominican Republic,
St. Michael's School,Santo Domingo,Dominican Republic,
St. Patrick School,Santo Domingo,Dominican Republic,
The Americas Bicultural Academy,Santo Domingo,Dominican Republic,
The Community For Learning,Santo Domingo,Dominican Republic,
The Community for Learning,Santo Domingo,Dominican Republic,
Dili International School,,East Timor,
Alliance Academy International,Quito,Ecuador,
British School Quito,Quito,Ecuador,
Campo Verde High School,Quito,Ecuador,
Colegio Aleman Quito,Quito,Ecuador,
Colegio Americano de Guayaquil,,Ecuador,
Colegio Americano de Quito,Quito,Ecuador,
Colegio BritÃ¡nico Internacional,Quito,Ecuador,
Colegio Menor,Quito,Ecuador,
Colegio Menor San Francisco de Quito,Quito,Ecuador,
Escuela Particular Liceo Panamericano Centenario,,Ecuador,
ISM International Academy,,Ecuador,
Inter-American Academy of Guayaquil,Guayaquil,Ecuador,
SEK Los Valles International School,Quito,Ecuador,
The British School Quito,Quito,Ecuador,
Unidad Educativa Particular Bilingüe Liceo Panamericano,,Ecuador,
AIA,Alexandria,Egypt,
Al Rowad International School,,Egypt,
American International School - Main Campus,Cairo,Egypt,
American International School - West Campus,Cairo,Egypt,
"American International School Egypt, West",Sheikh Zayed City,Egypt,
"American International School in Egypt, Main Campus",Cairo,Egypt,
"American International School in Egypt, West Campus",Cairo,Egypt,
American School Beverly Hills Cairo,Cairo,Egypt,
Aspire International School,Cairo,Egypt,
Bedayia International School,Cairo,Egypt,
British Columbia Canadian International School,Cairo,Egypt,
"British International School, Cairo",,Egypt,
British Ramses School,Cairo,Egypt,
British School Alexandria,Alexandria,Egypt,
Cairo American College,Cairo,Egypt,
Cairo British School,Cairo,Egypt,
Cairo English School,Cairo,Egypt,
Canadian International School of Egypt,Cairo,Egypt,
Capital International Schools,Cairo,Egypt,
City International Schools,Cairo,Egypt,
Concordia Lycée International Francais en Egypte,Cairo,Egypt,
Continental School Cairo,Cairo,Egypt,
Deutsche Evangelische Oberschule Kairo,Cairo,Egypt,
Deutsche Schule Beverly Hills Kairo,Cairo,Egypt,
Dover American International School,Cairo,Egypt,
