School Name,Location,Latitude,Longitude
"Nazarbayev Intellectual School of Chemistry and Biology, Pavlodar","Pavlodar, Kazakhstan",51.8111545,76.4285287
Nazarbayev Intellectual School of Physics and Mathematics Almaty,"Almaty, Kazakhstan",43.2363924,76.9457275
Nazarbayev Intellectual School of Physics and Mathematics Semey,"Semey, Kazakhstan",50.4067378,80.2502824
Nazarbayev Intellectual School of Physics and Mathematics in Aktobe,"Aktobe, Kazakhstan",50.2836268,57.2298651
Nazarbayev Intellectual School of Physics and Mathematics in Kostanay,"Kostanay, Kazakhstan",52.0615626,62.9372689
Nazarbayev Intellectual School of Physics and Mathematics in Nur-Sultan,"Nur-Sultan, Kazakhstan",51.1159933,71.4677059
"Nazarbayev Intellectual School, Physics and Mathematics, Shymkent, Kazakhstan","Shymkent, Kazakhstan",42.2944108,69.6380923
Nederlands Onderwijs Algarve Portugal,"Algarve, Portugal",37.2449218,-8.1959563
Nefertari International School,"Cairo, Egypt",30.0443879,31.2357257
"Nefertari International School, October, Egypt","6 October City, Egypt",29.9723458,30.9409205
Nelson Mandela School,"Berlin, Germany",52.5173885,13.3951309
Nelson Mandela State International School Berlin,Germany,51.1638175,10.4478313
Network International School,"Yangon, Myanmar",16.7967129,96.1609916
Network of International Christian Schools,"Southaven, United States of America",34.9873822,-90.0034862
New Cairo British International School,"Cairo, Egypt",30.0443879,31.2357257
New Day Learning,"Bangkok, Thailand",13.7524938,100.4935089
New Generation Private School,"Manama, Bahrain",26.2235041,50.5822436
New Hall International Schools,"Lagos, Nigeria",6.4550575,3.3941795
New Horizon International School,"Cairo, Egypt",30.0443879,31.2357257
New Horizons Bilingual School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
New Mexico International School,United States of America,39.7837304,-100.445882
New Pakistan International School,Kuwait,29.2733964,47.4979476
New Sathorn International School,"Bangkok, Thailand",13.7524938,100.4935089
New School International School of Georgia,"Tbilisi, Georgia",41.6934591,44.8014495
New Vision International School,"Cairo, Egypt",30.0443879,31.2357257
Newington College,"Sydney, Australia",-33.8698439,151.2082848
Newlands School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Newton British Academy Al Dafna,"Doha, Qatar",25.2856329,51.5264162
Newton British Academy Barwa City,"Doha, Qatar",25.2856329,51.5264162
Newton British School Al Waab,"Doha, Qatar",25.2856329,51.5264162
Newton International School D-Ring Road,"Doha, Qatar",25.2856329,51.5264162
Newton International School West Bay,"Doha, Qatar",25.2856329,51.5264162
Next Generation School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Nexus International School,"Putrajaya, Malaysia",2.9384381,101.69223
Nexus International School (Singapore),Singapore,1.357107,103.8194992
Nexus International School Malaysia,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Nile International College,"Cairo, Egypt",30.0443879,31.2357257
Ningbo Huamao International School,China,35.000074,104.999927
Niraj International School,India,22.3511148,78.6677428
Nishimachi International School,"Tokyo, Japan",35.6768601,139.7638947
Nobel International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Nobel International School Algarve,"Algarve, Portugal",37.2449218,-8.1959563
Noble Hall Leadership Academy For Girls,"Abuja, Nigeria",9.0643305,7.4892974
Noblesse International School,Philippines,12.7503486,122.7312101
Noordwijk International College,Mexico,23.6585116,-102.0077097
Nord Anglia Chinese International School (NACIS),China,35.000074,104.999927
Nord Anglia International School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Nord Anglia International School Guangzhou,"Guangzhou, China",23.1301964,113.2592945
Nord Anglia International School Manila,"Manila, Philippines",14.5904492,120.9803621
Nord Anglia International School Rotterdam,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
Nord Anglia International School Shanghai Pudong,China,35.000074,104.999927
Nord Anglia School Jakarta,"Jakarta, Indonesia",-6.1754049,106.827168
North Jakarta Intercultural School,"Jakarta, Indonesia",-6.1754049,106.827168
North London Collegiate School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
North London Collegiate School Jeju,"Jeju, South Korea",33.4887737,126.4987083
North London Collegiate School Singapore,Singapore,1.357107,103.8194992
Northbridge International School Cambodia,"Phnom Penh, Cambodia",11.5730391,104.857807
Northern International School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Northfields International School,"Mapou, Mauritius",-20.0788701,57.608614
Northlands,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Northlands School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Northside School,"Gaborone, Botswana",-24.6581357,25.9088474
Norwegian International School,"Hong Kong, China",22.350627,114.1849161
"Norwich International School, Bangkok","Bangkok, Thailand",13.7524938,100.4935089
Norwood Morialta High School,"Adelaide, Australia",-34.9281805,138.5999312
Notion International School,"Cairo, Egypt",30.0443879,31.2357257
Notre Dame International High School,"Paris, France",48.8588897,2.320041
Numont School,"Madrid, Spain",40.416782,-3.703507
Nurorda High School Lyceum,"Nur-sultan, Kazakhstan",51.1282205,71.4306682
Nyasa Junior Academy,"Blantyre, Malawi",-15.7862543,35.0035694
Nørre Gymnasium,"Copenhagen, Denmark",55.6867243,12.5700724
Nün Academy,"Jeddah, Saudi Arabia",26.2928403,50.0937302
O Castro International British School,"Pontevedra, Spain",42.4318876,-8.6431592
O.M.C. - Collegio Vescovile Pio X International - Treviso,Italy,42.6384261,12.674297
ODTU GELÄ°ÅžTÄ°RME VAKFI OKULLARI,"ANKARA, Türkiye",39.7160439,32.7059948
Oak House School,"Barcelona, Spain",41.3825802,2.177073
Oak Meadow International School,"Phuket, Thailand",7.9366015,98.3529292
Oakbridge International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Oakland International British School,"Abuja, Nigeria",9.0643305,7.4892974
Oakley College,"Las Palmas, Spain",27.9580004,-15.6062305
"Oakridge International School, Bachupally","Hyderabad, India",17.360589,78.4740613
"Oakridge International School, Bengaluru","Bangalore, India",12.9767936,77.590082
"Oakridge International School, Gachibowli","Hyderabad, India",17.360589,78.4740613
"Oakridge International School, Mohali","Mohali, India",30.7041168,76.7176885
"Oakridge International School, Visakhapatnam","Visakhapatnam, India",17.6935526,83.2921297
Oakwood School,"Los Angeles, United States of America",34.0536909,-118.242766
Oasis International School,"Cairo, Egypt",30.0443879,31.2357257
Oasis International School - Kuala Lumpur,"Telok Panglima Garan, Malaysia",,
Oasis International School Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Obermayr International School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Oberoi International School - JVLR Campus,India,22.3511148,78.6677428
Ocean Crest School,"Lagos, Nigeria",6.4550575,3.3941795
Odyssey International School,"Dien Ban town, Vietnam",15.8848033,108.2517836
Okinawa International School,Japan,36.5748441,139.2394179
Oman Private School,"Muscat, Oman",23.6123628,58.5938134
One Planet International School,"Addis Ababa, Ethiopia",9.0358287,38.7524127
Open Future International School,Poland,52.215933,19.134422
Open Sky International,"Paris, France",48.8534951,2.3483915
Oporto British School,"Porto, Portugal",41.1502195,-8.6103497
Optimist International School,"Amsterdam, Netherlands",52.3730796,4.8924534
Orbis International School,Mexico,23.6585116,-102.0077097
Orchidea International School,"Budapest, Hungary",47.4978789,19.0402383
Oriental Cambridge Ben Xi International School,China,35.000074,104.999927
Oriental English Collegeï¼ŒShenzhen,China,35.000074,104.999927
Osaka Gakugei Canadian International School,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Osaka YMCA International School (OYIS),Japan,36.5748441,139.2394179
Oscar Academy,"Doha, Qatar",25.2856329,51.5264162
Oscar Bilingual School,"Vientiane, Laos",17.9640988,102.6133707
Oshwal Academy Mombasa,"Mombasa, Kenya",-4.05052,39.667169
Oslo International School,Norway,61.1529386,8.7876653
Ostia International School,"Rome, Italy",41.8933203,12.4829321
Otkrivatel Montessori School,"Sofia, Bulgaria",42.6977028,23.3217359
Oujing International Kindergarten,China,35.000074,104.999927
Oulu International School,Finland,63.2467777,25.9209164
Our Lady of Good Counsel High School,"Washington, United States of America",38.8950368,-77.0365427
Our Lady of the Nativity,"Melbourne, Australia",-37.8142454,144.9631732
"Our Own High School, Al Warqa","Dubai, United Arab Emirates",25.0742823,55.1885387
Oxford Academy,Kuwait,29.2733964,47.4979476
Oxford International School,"City, Panama",30.1698381,-85.755833
Oxford International Study Centre,"Oxford, United Kingdom",51.7520131,-1.2578499
"Oxstand International School, Shenzhen",China,35.000074,104.999927
PASCAL English School Lefkosia,Cyprus,34.9174159,32.8899027
PASCAL English School Lemesos,"Limassol, Cyprus",34.6852901,33.0332657
PORG International School,"Ostrava, Czech Republic",49.8349139,18.2820084
PRIMA International School,"Belgrade, Serbia",44.8178131,20.4568974
PTIS International School,"Chiang Mai, Thailand",18.7882778,98.9858802
PaRK International School,"Lisbon, Portugal",38.7077507,-9.1365919
Pakistan International School Cairo,"Cairo, Egypt",30.0443879,31.2357257
Pakistan School Muscat,"Muscat, Oman",23.6123628,58.5938134
Palm House International School,"Phuket, Thailand",7.9366015,98.3529292
Pan American Christian Academy,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pan American School of Bahia,Brazil,-10.3333333,-53.2
Pan American School of Porto Alegre,Brazil,-10.3333333,-53.2
Panajachel Colegio International,"Panajachel, Guatemala",14.7421699,-91.1559757
Panama Prep International School,"City, Panama",30.1698381,-85.755833
Paragon International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Paragon Private & International School,"Johor Bahru, Malaysia",1.4581986,103.7649059
Park House English School,"Doha, Qatar",25.2856329,51.5264162
Park International Magnet School,United States of America,39.7837304,-100.445882
Park Lane International School,"Prague, Czech Republic",50.0874654,14.4212535
Parkview International Pre-School,Hong Kong,22.350627,114.1849161
Parkview International Pre-School (Kowloon),Hong Kong,22.350627,114.1849161
Pascal English School Larnaka,Cyprus,34.9174159,32.8899027
Pathways School Gurgaon,"Gurgaon, India",28.4646148,77.0299194
Pathways School Noida,"Noida, India",28.5706333,77.3272147
Patterson International School,United States of America,39.7837304,-100.445882
Peak School,"Hong Kong, China",22.350627,114.1849161
Pearl School,"Doha, Qatar",25.2856329,51.5264162
Pearling Season International School of Doha,"Doha, Qatar",25.2856329,51.5264162
Pearson College UWC,"Victoria, Canada",48.4283182,-123.364953
Pechersk School International,"Kiev, Ukraine",50.4500336,30.5241361
Pechersk School International,Ukraine,49.4871968,31.2718321
Pechersk School International Kyiv,"Kyiv, Ukraine",50.4500336,30.5241361
Pelita International School,"Penang, Malaysia",5.4065013,100.2559077
Peninsula Grammar,"Victoria, Australia",-36.5986096,144.6780052
Peponi House,"Nairobi, Kenya",-1.3026148,36.828842
Peponi School,"Nairobi, Kenya",-1.3026148,36.828842
Peruvian North American Abraham Lincoln School,"Lima, Peru",-12.0459808,-77.0305912
Pestalozzi Schule,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Peterson Schools,"City, Mexico",19.4326296,-99.1331785
Philadelphia Private School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Phoenix City International School,China,35.000074,104.999927
Phoenix International School,"Alicante / Costa Bla, Spain",,
Phoenix Wittaya School Pattaya,"Pattaya, Thailand",12.9366924,100.8865002
Phorms Bilingual School Frankfurt,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Phorms Bilingual School Hamburg,"Hamburg, Germany",53.550341,10.000654
Pimlico State High School,"Townsville, Australia",-19.2569391,146.8239537
Pinecrest International School,"City, Mexico",19.4326296,-99.1331785
Pinehurst School,"Auckland, New Zealand",-36.852095,174.7631803
Platon School,"Athens, Greece",37.9755648,23.7348324
PlayPen Escola Cidade Jardim,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Playford International College,"Adelaide, Australia",-34.9281805,138.5999312
Po Leung Kuk Choi Kai Yau School,"Hong Kong, China",22.350627,114.1849161
Podar International School IB,"Mumbai, India",19.054999,72.8692035
"Podar ORT International School, Worli",India,22.3511148,78.6677428
Polish British Academy,"Warsaw, Poland",52.2333742,21.0711489
Prague British International School,"Prague, Czech Republic",50.0874654,14.4212535
Premier Academy,"Nairobi, Kenya",-1.2890006,36.8172812
Premier International School,Nepal,28.3780464,83.9999901
Presidio Knolls School,"San Francisco, United States of America",37.7792588,-122.4193286
Pride International School Myanmar,"Yangon, Myanmar",16.7967129,96.1609916
Prime School,"Lisbon, Portugal",38.7077507,-9.1365919
Prince of Wales Island International School,Malaysia,4.5693754,102.2656823
Princess Margaret School,"Barcelona, Spain",41.3825802,2.177073
Prior Park School,"Old Town, Gibraltar",55.6062381,12.9921346
Proficient Education Centre Myanmar,"Yangon, Myanmar",16.7967129,96.1609916
Promise - An International School,"Yangon, Myanmar",16.7967129,96.1609916
Providence English Private School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Prunelle School Montessori Bilingual,"Paris, France",48.8588897,2.320041
Pré Fleuri International Alpine School,"Lausanne, Switzerland",46.5218269,6.6327025
Pueri Domus Bilingual School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pulaski International School of Chicago,United States of America,39.7837304,-100.445882
Puntacana International School,"Punta Cana, Dominican Republic",18.556551,-68.3691611
Pupa House,"City, Mexico",19.4326296,-99.1331785
QSI Almaty International School,"Almaty, Kazakhstan",43.2363924,76.9457275
QSI Baku International School,"Baku, Azerbaijan",40.3755885,49.8328009
QSI International School of El Tigre,"El Tigre, Venezuela",8.8862119,-64.2488754
QSI International School of Phuket,"Phuket, Thailand",7.9366015,98.3529292
QSI International School of Shekou,China,35.000074,104.999927
QSI International School of Shenzhen,"Shenzhen, China",22.5445741,114.0545429
QSI International School of Tbilisi,"Tbilisi, Georgia",41.6934591,44.8014495
Qatar Academy,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy Al Khor,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy Al Wakra,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy Al-Khor,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy Msheireb,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy Sidra,"Doha, Qatar",25.2856329,51.5264162
Qatar Academy for Science and Technology,"Doha, Qatar",25.2856329,51.5264162
Qatar Finland International School,"Doha, Qatar",25.2856329,51.5264162
Qatar International School,"Doha, Qatar",25.2856329,51.5264162
Qosmo International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Queen Mira International School,"Madurai, India",9.9261153,78.1140983
Queensland Academies,"Queensland, Australia",-22.1646782,144.5844903
Quentin Blake Europe School,"Berlin, Germany",52.5173885,13.3951309
RAK Academy,"Ras Al Khaimah, United Arab Emirates",25.7737705,55.938232
